inst,actual,predicted,error,,
8412,1,0.472,-0.528,,
8413,0,0.494,0.494,,
8414,1,0.493,-0.507,,
8415,0,0.494,0.494,,
8416,0,0.464,0.464,,
8417,0,0.468,0.468,,
8418,0,0.486,0.486,,
8419,0,0.491,0.491,,
8420,1,0.476,-0.524,,
8421,0,0.469,0.469,,
8422,0,0.469,0.469,,
8423,1,0.486,-0.514,,
8424,1,0.492,-0.508,,
8425,0,0.495,0.495,,
8426,0,0.475,0.475,,
8427,1,0.474,-0.526,,
8428,0,0.48,0.48,,
8429,1,0.474,-0.526,,
8430,1,0.478,-0.522,,
8431,0,0.473,0.473,,
8432,0,0.466,0.466,,
8433,1,0.472,-0.528,,
8434,1,0.475,-0.525,,
8435,0,0.469,0.469,,
8436,1,0.49,-0.51,,
8437,1,0.486,-0.514,,
8438,1,0.473,-0.527,,
8439,1,0.476,-0.524,,
8440,0,0.465,0.465,,
8441,0,0.478,0.478,,
8442,1,0.469,-0.531,,
8443,0,0.479,0.479,,
8444,0,0.472,0.472,,
8445,1,0.485,-0.515,,
8446,1,0.478,-0.522,,
8447,1,0.483,-0.517,,
8448,1,0.473,-0.527,,
8449,1,0.489,-0.511,,
8450,1,0.49,-0.51,,
8451,1,0.485,-0.515,,
8452,1,0.469,-0.531,,
8453,0,0.486,0.486,,
8454,1,0.485,-0.515,,
8455,1,0.475,-0.525,,
8456,0,0.495,0.495,,
8457,0,0.479,0.479,,
8458,1,0.487,-0.513,,
8459,1,0.481,-0.519,,
8460,0,0.464,0.464,,
8461,0,0.466,0.466,,
8462,1,0.474,-0.526,,
8463,0,0.468,0.468,,
8464,0,0.48,0.48,,
8465,0,0.477,0.477,,
8466,1,0.476,-0.524,,
8467,0,0.465,0.465,,
8468,1,0.491,-0.509,,
8469,1,0.482,-0.518,,
8470,0,0.493,0.493,,
8471,0,0.495,0.495,,
8472,0,0.466,0.466,,
8473,0,0.478,0.478,,
8474,0,0.48,0.48,,
8475,1,0.482,-0.518,,
8476,1,0.474,-0.526,,
8477,0,0.496,0.496,,
8478,1,0.473,-0.527,,
8479,1,0.484,-0.516,,
8480,0,0.471,0.471,,
8481,0,0.473,0.473,,
8482,0,0.486,0.486,,
8483,1,0.476,-0.524,,
8484,0,0.493,0.493,,
8485,0,0.478,0.478,,
8486,1,0.471,-0.529,,
8487,0,0.473,0.473,,
8488,1,0.485,-0.515,,
8489,0,0.463,0.463,,
8490,0,0.468,0.468,,
8491,1,0.473,-0.527,,
8492,0,0.49,0.49,,
8493,0,0.465,0.465,,
8494,0,0.483,0.483,,
8495,1,0.477,-0.523,,
8496,0,0.495,0.495,,
8497,0,0.465,0.465,,
8498,1,0.478,-0.522,,
8499,1,0.487,-0.513,,
8500,1,0.475,-0.525,,
8501,1,0.491,-0.509,,
8502,0,0.469,0.469,,
8503,0,0.466,0.466,,
8504,1,0.474,-0.526,,
8505,1,0.491,-0.509,,
8506,0,0.483,0.483,,
8507,0,0.465,0.465,,
8508,1,0.489,-0.511,,
8509,1,0.47,-0.53,,
8510,1,0.468,-0.532,,
8511,1,0.47,-0.53,,
8512,0,0.477,0.477,,
8513,0,0.464,0.464,,
8514,0,0.492,0.492,,
8515,0,0.464,0.464,,
8516,1,0.491,-0.509,,
8517,0,0.472,0.472,,
8518,0,0.47,0.47,,
8519,0,0.481,0.481,,
8520,1,0.481,-0.519,,
8521,1,0.472,-0.528,,
8522,0,0.466,0.466,,
8523,1,0.491,-0.509,,
8524,1,0.485,-0.515,,
8525,0,0.494,0.494,,
8526,0,0.494,0.494,,
8527,1,0.475,-0.525,,
8528,1,0.47,-0.53,,
8529,0,0.466,0.466,,
8530,0,0.469,0.469,,
8531,0,0.485,0.485,,
8532,0,0.465,0.465,,
8533,0,0.466,0.466,,
8534,1,0.471,-0.529,,
8535,1,0.473,-0.527,,
8536,1,0.469,-0.531,,
8537,1,0.474,-0.526,,
8538,0,0.481,0.481,,
8539,0,0.481,0.481,,
8540,1,0.479,-0.521,,
8541,0,0.465,0.465,,
8542,1,0.483,-0.517,,
8543,0,0.494,0.494,,
8544,1,0.478,-0.522,,
8545,0,0.495,0.495,,
8546,1,0.475,-0.525,,
8547,1,0.49,-0.51,,
8548,1,0.479,-0.521,,
8549,1,0.476,-0.524,,
8550,0,0.481,0.481,,
8551,1,0.488,-0.512,,
8552,1,0.492,-0.508,,
8553,1,0.474,-0.526,,
8554,1,0.489,-0.511,,
8555,1,0.49,-0.51,,
8556,1,0.468,-0.532,,
8557,0,0.495,0.495,,
8558,0,0.495,0.495,,
8559,1,0.488,-0.512,,
8560,0,0.471,0.471,,
8561,0,0.468,0.468,,
8562,1,0.477,-0.523,,
8563,1,0.481,-0.519,,
8564,1,0.472,-0.528,,
8565,1,0.474,-0.526,,
8566,1,0.478,-0.522,,
8567,1,0.476,-0.524,,
8568,1,0.491,-0.509,,
8569,1,0.483,-0.517,,
8570,0,0.494,0.494,,
8571,1,0.476,-0.524,,
8572,1,0.486,-0.514,,
8573,1,0.483,-0.517,,
8574,1,0.49,-0.51,,
8575,1,0.484,-0.516,,
8576,0,0.496,0.496,,
8577,0,0.468,0.468,,
8578,1,0.473,-0.527,,
8579,0,0.495,0.495,,
8580,1,0.488,-0.512,,
8581,0,0.495,0.495,,
8582,1,0.482,-0.518,,
8583,0,0.482,0.482,,
8584,0,0.481,0.481,,
8585,0,0.482,0.482,,
8586,0,0.47,0.47,,
8587,0,0.47,0.47,,
8588,0,0.464,0.464,,
8589,0,0.494,0.494,,
8590,0,0.481,0.481,,
8591,1,0.488,-0.512,,
8592,1,0.483,-0.517,,
8593,1,0.484,-0.516,,
8594,1,0.472,-0.528,,
8595,0,0.47,0.47,,
8596,0,0.495,0.495,,
8597,0,0.497,0.497,,
8598,1,0.491,-0.509,,
8599,1,0.481,-0.519,,
8600,0,0.495,0.495,,
8601,0,0.495,0.495,,
8602,0,0.464,0.464,,
8603,0,0.482,0.482,,
8604,0,0.464,0.464,,
8605,1,0.489,-0.511,,
8606,0,0.466,0.466,,
8607,1,0.488,-0.512,,
8608,0,0.464,0.464,,
8609,1,0.484,-0.516,,
8610,0,0.467,0.467,,
8611,0,0.477,0.477,,
8612,0,0.473,0.473,,
8613,0,0.492,0.492,,
8614,1,0.475,-0.525,,
8615,1,0.474,-0.526,,
8616,0,0.471,0.471,,
8617,0,0.494,0.494,,
8618,1,0.482,-0.518,,
8619,0,0.494,0.494,,
8620,0,0.496,0.496,,
8621,1,0.479,-0.521,,
8622,1,0.475,-0.525,,
8623,0,0.463,0.463,,
8624,1,0.473,-0.527,,
8625,1,0.485,-0.515,,
8626,0,0.486,0.486,,
8627,1,0.474,-0.526,,
8628,1,0.472,-0.528,,
8629,1,0.475,-0.525,,
8630,0,0.465,0.465,,
8631,1,0.484,-0.516,,
8632,0,0.464,0.464,,
8633,0,0.467,0.467,,
8634,0,0.496,0.496,,
8635,0,0.485,0.485,,
8636,0,0.493,0.493,,
8637,1,0.469,-0.531,,
8638,1,0.481,-0.519,,
8639,1,0.476,-0.524,,
8640,1,0.47,-0.53,,
8641,0,0.486,0.486,,
8642,1,0.485,-0.515,,
8643,0,0.495,0.495,,
8644,1,0.476,-0.524,,
8645,0,0.486,0.486,,
8646,0,0.478,0.478,,
8647,1,0.488,-0.512,,
8648,0,0.466,0.466,,
8649,1,0.467,-0.533,,
8650,1,0.471,-0.529,,
8651,0,0.468,0.468,,
8652,1,0.475,-0.525,,
8653,0,0.493,0.493,,
8654,0,0.496,0.496,,
8655,0,0.481,0.481,,
8656,1,0.47,-0.53,,
8657,0,0.464,0.464,,
8658,1,0.477,-0.523,,
8659,1,0.488,-0.512,,
8660,0,0.493,0.493,,
8661,0,0.494,0.494,,
8662,0,0.495,0.495,,
8663,0,0.488,0.488,,
8664,1,0.493,-0.507,,
8665,0,0.474,0.474,,
8666,0,0.487,0.487,,
8667,0,0.495,0.495,,
8668,1,0.482,-0.518,,
8669,1,0.484,-0.516,,
8670,1,0.482,-0.518,,
8671,1,0.479,-0.521,,
8672,0,0.466,0.466,,
8673,1,0.472,-0.528,,
8674,0,0.486,0.486,,
8675,1,0.483,-0.517,,
8676,0,0.487,0.487,,
8677,0,0.489,0.489,,
8678,0,0.49,0.49,,
8679,1,0.473,-0.527,,
8680,1,0.483,-0.517,,
8681,0,0.494,0.494,,
8682,1,0.479,-0.521,,
8683,1,0.485,-0.515,,
8684,1,0.478,-0.522,,
8685,0,0.495,0.495,,
8686,0,0.481,0.481,,
8687,0,0.496,0.496,,
8688,1,0.487,-0.513,,
8689,1,0.477,-0.523,,
8690,0,0.479,0.479,,
8691,1,0.475,-0.525,,
8692,0,0.474,0.474,,
8693,0,0.466,0.466,,
8694,1,0.489,-0.511,,
8695,1,0.469,-0.531,,
8696,1,0.476,-0.524,,
8697,0,0.492,0.492,,
8698,0,0.481,0.481,,
8699,1,0.482,-0.518,,
8700,0,0.495,0.495,,
8701,0,0.467,0.467,,
8702,0,0.492,0.492,,
8703,0,0.467,0.467,,
8704,0,0.467,0.467,,
8705,0,0.479,0.479,,
8706,1,0.485,-0.515,,
8707,0,0.496,0.496,,
8708,1,0.487,-0.513,,
8709,0,0.493,0.493,,
8710,0,0.473,0.473,,
8711,1,0.472,-0.528,,
8712,0,0.469,0.469,,
8713,1,0.484,-0.516,,
8714,0,0.478,0.478,,
8715,1,0.482,-0.518,,
8716,0,0.493,0.493,,
8717,1,0.489,-0.511,,
8718,1,0.487,-0.513,,
8719,0,0.494,0.494,,
8720,1,0.48,-0.52,,
8721,0,0.494,0.494,,
8722,0,0.483,0.483,,
8723,0,0.467,0.467,,
8724,0,0.466,0.466,,
8725,0,0.489,0.489,,
8726,1,0.468,-0.532,,
8727,0,0.465,0.465,,
8728,0,0.49,0.49,,
8729,1,0.477,-0.523,,
8730,0,0.494,0.494,,
8731,0,0.472,0.472,,
8732,1,0.479,-0.521,,
8733,1,0.467,-0.533,,
8734,1,0.468,-0.532,,
8735,0,0.463,0.463,,
8736,0,0.492,0.492,,
8737,0,0.496,0.496,,
8738,0,0.482,0.482,,
8739,0,0.488,0.488,,
8740,0,0.481,0.481,,
8741,0,0.493,0.493,,
8742,0,0.466,0.466,,
8743,1,0.475,-0.525,,
8744,1,0.468,-0.532,,
8745,0,0.474,0.474,,
8746,1,0.477,-0.523,,
8747,0,0.489,0.489,,
8748,0,0.494,0.494,,
8749,1,0.484,-0.516,,
8750,0,0.494,0.494,,
8751,1,0.473,-0.527,,
8752,1,0.474,-0.526,,
8753,1,0.469,-0.531,,
8754,1,0.483,-0.517,,
8755,1,0.485,-0.515,,
8756,1,0.473,-0.527,,
8757,1,0.481,-0.519,,
8758,0,0.486,0.486,,
8759,0,0.466,0.466,,
8760,0,0.494,0.494,,
8761,0,0.48,0.48,,
8762,1,0.488,-0.512,,
8763,1,0.472,-0.528,,
8764,0,0.495,0.495,,
8765,0,0.482,0.482,,
8766,1,0.485,-0.515,,
8767,0,0.484,0.484,,
8768,0,0.494,0.494,,
8769,0,0.494,0.494,,
8770,0,0.467,0.467,,
8771,0,0.471,0.471,,
8772,0,0.481,0.481,,
8773,1,0.486,-0.514,,
8774,1,0.486,-0.514,,
8775,1,0.471,-0.529,,
8776,0,0.466,0.466,,
8777,1,0.476,-0.524,,
8778,1,0.478,-0.522,,
8779,1,0.468,-0.532,,
8780,0,0.488,0.488,,
8781,1,0.474,-0.526,,
8782,1,0.477,-0.523,,
8783,1,0.48,-0.52,,
8784,0,0.491,0.491,,
8785,1,0.487,-0.513,,
8786,1,0.482,-0.518,,
8787,1,0.479,-0.521,,
8788,0,0.493,0.493,,
8789,1,0.485,-0.515,,
8790,0,0.496,0.496,,
8791,1,0.483,-0.517,,
8792,1,0.485,-0.515,,
8793,0,0.497,0.497,,
8794,1,0.488,-0.512,,
8795,0,0.496,0.496,,
8796,0,0.48,0.48,,
8797,1,0.478,-0.522,,
8798,0,0.469,0.469,,
8799,1,0.473,-0.527,,
8800,1,0.475,-0.525,,
8801,0,0.492,0.492,,
8802,1,0.472,-0.528,,
8803,1,0.489,-0.511,,
8804,1,0.479,-0.521,,
8805,0,0.468,0.468,,
8806,1,0.473,-0.527,,
8807,1,0.479,-0.521,,
8808,0,0.487,0.487,,
8809,1,0.48,-0.52,,
8810,1,0.471,-0.529,,
8811,0,0.493,0.493,,
8812,1,0.476,-0.524,,
8813,1,0.487,-0.513,,
8814,1,0.478,-0.522,,
8815,0,0.478,0.478,,
8816,0,0.497,0.497,,
8817,1,0.487,-0.513,,
8818,0,0.468,0.468,,
8819,1,0.488,-0.512,,
8820,0,0.487,0.487,,
8821,1,0.487,-0.513,,
8822,1,0.476,-0.524,,
8823,1,0.469,-0.531,,
8824,0,0.468,0.468,,
8825,1,0.474,-0.526,,
8826,1,0.491,-0.509,,
8827,0,0.477,0.477,,
8828,0,0.488,0.488,,
8829,0,0.491,0.491,,
8830,0,0.495,0.495,,
8831,1,0.485,-0.515,,
8832,1,0.473,-0.527,,
8833,0,0.496,0.496,,
8834,0,0.495,0.495,,
8835,0,0.479,0.479,,
8836,1,0.472,-0.528,,
8837,0,0.495,0.495,,
8838,0,0.491,0.491,,
8839,1,0.48,-0.52,,
8840,1,0.47,-0.53,,
8841,1,0.474,-0.526,,
8842,0,0.477,0.477,,
8843,0,0.474,0.474,,
8844,0,0.489,0.489,,
8845,0,0.492,0.492,,
8846,1,0.488,-0.512,,
8847,1,0.478,-0.522,,
8848,1,0.481,-0.519,,
8849,1,0.489,-0.511,,
8850,0,0.468,0.468,,
8851,0,0.489,0.489,,
8852,0,0.485,0.485,,
8853,0,0.493,0.493,,
8854,0,0.496,0.496,,
8855,1,0.478,-0.522,,
8856,0,0.467,0.467,,
8857,0,0.497,0.497,,
8858,0,0.468,0.468,,
8859,1,0.47,-0.53,,
8860,0,0.494,0.494,,
8861,1,0.472,-0.528,,
8862,0,0.497,0.497,,
8863,1,0.488,-0.512,,
8864,0,0.488,0.488,,
8865,0,0.471,0.471,,
8866,1,0.486,-0.514,,
8867,1,0.475,-0.525,,
8868,1,0.484,-0.516,,
8869,1,0.487,-0.513,,
8870,0,0.493,0.493,,
8871,1,0.489,-0.511,,
8872,0,0.465,0.465,,
8873,0,0.471,0.471,,
8874,1,0.483,-0.517,,
8875,1,0.47,-0.53,,
8876,1,0.478,-0.522,,
8877,0,0.477,0.477,,
8878,0,0.463,0.463,,
8879,0,0.465,0.465,,
8880,0,0.473,0.473,,
8881,0,0.465,0.465,,
8882,1,0.477,-0.523,,
8883,1,0.483,-0.517,,
8884,0,0.469,0.469,,
8885,1,0.478,-0.522,,
8886,1,0.477,-0.523,,
8887,0,0.467,0.467,,
8888,0,0.492,0.492,,
8889,1,0.476,-0.524,,
8890,0,0.484,0.484,,
8891,0,0.474,0.474,,
8892,0,0.47,0.47,,
8893,0,0.486,0.486,,
8894,1,0.472,-0.528,,
8895,0,0.483,0.483,,
8896,0,0.473,0.473,,
8897,0,0.494,0.494,,
8898,0,0.473,0.473,,
8899,0,0.467,0.467,,
8900,1,0.477,-0.523,,
8901,1,0.476,-0.524,,
8902,0,0.466,0.466,,
8903,0,0.496,0.496,,
8904,1,0.489,-0.511,,
8905,0,0.489,0.489,,
8906,1,0.48,-0.52,,
8907,1,0.488,-0.512,,
8908,1,0.467,-0.533,,
8909,1,0.484,-0.516,,
8910,0,0.495,0.495,,
8911,0,0.492,0.492,,
8912,1,0.484,-0.516,,
8913,0,0.471,0.471,,
8914,1,0.483,-0.517,,
8915,0,0.47,0.47,,
8916,0,0.471,0.471,,
8917,0,0.494,0.494,,
8918,0,0.464,0.464,,
8919,1,0.489,-0.511,,
8920,0,0.465,0.465,,
8921,1,0.482,-0.518,,
8922,1,0.466,-0.534,,
8923,0,0.494,0.494,,
8924,1,0.49,-0.51,,
8925,1,0.49,-0.51,,
8926,1,0.482,-0.518,,
8927,1,0.482,-0.518,,
8928,0,0.468,0.468,,
8929,0,0.47,0.47,,
8930,1,0.477,-0.523,,
8931,1,0.478,-0.522,,
8932,0,0.486,0.486,,
8933,1,0.486,-0.514,,
8934,0,0.487,0.487,,
8935,1,0.487,-0.513,,
8936,1,0.487,-0.513,,
8937,0,0.478,0.478,,
8938,1,0.467,-0.533,,
8939,0,0.489,0.489,,
8940,0,0.47,0.47,,
8941,1,0.485,-0.515,,
8942,0,0.474,0.474,,
8943,1,0.468,-0.532,,
8944,0,0.471,0.471,,
8945,1,0.485,-0.515,,
8946,1,0.487,-0.513,,
8947,1,0.475,-0.525,,
8948,1,0.472,-0.528,,
8949,0,0.471,0.471,,
8950,1,0.473,-0.527,,
8951,0,0.479,0.479,,
8952,1,0.469,-0.531,,
8953,1,0.485,-0.515,,
8954,1,0.472,-0.528,,
8955,0,0.496,0.496,,
8956,1,0.468,-0.532,,
8957,0,0.472,0.472,,
8958,1,0.473,-0.527,,
8959,0,0.468,0.468,,
8960,0,0.465,0.465,,
8961,1,0.484,-0.516,,
8962,1,0.487,-0.513,,
8963,1,0.484,-0.516,,
8964,1,0.471,-0.529,,
8965,0,0.468,0.468,,
8966,0,0.466,0.466,,
8967,1,0.487,-0.513,,
8968,1,0.484,-0.516,,
8969,0,0.478,0.478,,
8970,1,0.474,-0.526,,
8971,0,0.463,0.463,,
8972,0,0.496,0.496,,
8973,1,0.471,-0.529,,
8974,1,0.469,-0.531,,
8975,0,0.491,0.491,,
8976,1,0.475,-0.525,,
8977,0,0.464,0.464,,
8978,0,0.492,0.492,,
8979,0,0.476,0.476,,
8980,1,0.472,-0.528,,
8981,0,0.494,0.494,,
8982,0,0.478,0.478,,
8983,1,0.48,-0.52,,
8984,1,0.469,-0.531,,
8985,1,0.473,-0.527,,
8986,1,0.477,-0.523,,
8987,1,0.48,-0.52,,
8988,1,0.476,-0.524,,
8989,0,0.477,0.477,,
8990,0,0.469,0.469,,
8991,1,0.474,-0.526,,
8992,1,0.489,-0.511,,
8993,0,0.495,0.495,,
8994,0,0.465,0.465,,
8995,1,0.473,-0.527,,
8996,0,0.468,0.468,,
8997,0,0.464,0.464,,
8998,0,0.488,0.488,,
8999,0,0.473,0.473,,
9000,1,0.488,-0.512,,
9001,0,0.494,0.494,,
9002,0,0.494,0.494,,
9003,1,0.485,-0.515,,
9004,0,0.48,0.48,,
9005,0,0.489,0.489,,
9006,1,0.478,-0.522,,
9007,1,0.482,-0.518,,
9008,0,0.468,0.468,,
9009,1,0.471,-0.529,,
9010,0,0.47,0.47,,
9011,0,0.485,0.485,,
9012,1,0.484,-0.516,,
9013,1,0.479,-0.521,,
9014,1,0.491,-0.509,,
9015,1,0.479,-0.521,,
9016,0,0.467,0.467,,
9017,1,0.487,-0.513,,
9018,0,0.493,0.493,,
9019,1,0.487,-0.513,,
9020,0,0.495,0.495,,
9021,1,0.482,-0.518,,
9022,1,0.491,-0.509,,
9023,0,0.464,0.464,,
9024,1,0.484,-0.516,,
9025,1,0.485,-0.515,,
9026,0,0.465,0.465,,
9027,1,0.47,-0.53,,
9028,0,0.493,0.493,,
9029,0,0.489,0.489,,
9030,0,0.496,0.496,,
9031,0,0.463,0.463,,
9032,1,0.482,-0.518,,
9033,1,0.467,-0.533,,
9034,0,0.489,0.489,,
9035,1,0.471,-0.529,,
9036,1,0.483,-0.517,,
9037,1,0.487,-0.513,,
9038,0,0.481,0.481,,
9039,0,0.474,0.474,,
9040,1,0.467,-0.533,,
9041,0,0.488,0.488,,
9042,1,0.487,-0.513,,
9043,1,0.49,-0.51,,
9044,1,0.482,-0.518,,
9045,1,0.486,-0.514,,
9046,0,0.494,0.494,,
9047,1,0.492,-0.508,,
9048,0,0.496,0.496,,
9049,1,0.474,-0.526,,
9050,1,0.482,-0.518,,
9051,0,0.494,0.494,,
9052,0,0.466,0.466,,
9053,1,0.491,-0.509,,
9054,1,0.485,-0.515,,
9055,1,0.478,-0.522,,
9056,0,0.485,0.485,,
9057,0,0.477,0.477,,
9058,1,0.473,-0.527,,
9059,1,0.49,-0.51,,
9060,0,0.494,0.494,,
9061,1,0.475,-0.525,,
9062,0,0.491,0.491,,
9063,1,0.467,-0.533,,
9064,0,0.495,0.495,,
9065,1,0.469,-0.531,,
9066,0,0.478,0.478,,
9067,1,0.487,-0.513,,
9068,0,0.464,0.464,,
9069,1,0.48,-0.52,,
9070,1,0.478,-0.522,,
9071,0,0.495,0.495,,
9072,1,0.49,-0.51,,
9073,1,0.488,-0.512,,
9074,0,0.467,0.467,,
9075,1,0.468,-0.532,,
9076,1,0.468,-0.532,,
9077,1,0.482,-0.518,,
9078,1,0.477,-0.523,,
9079,1,0.489,-0.511,,
9080,1,0.484,-0.516,,
9081,1,0.478,-0.522,,
9082,0,0.486,0.486,,
9083,0,0.494,0.494,,
9084,1,0.47,-0.53,,
9085,0,0.496,0.496,,
9086,1,0.474,-0.526,,
9087,1,0.47,-0.53,,
9088,0,0.463,0.463,,
9089,0,0.49,0.49,,
9090,1,0.474,-0.526,,
9091,0,0.463,0.463,,
9092,1,0.473,-0.527,,
9093,0,0.493,0.493,,
9094,0,0.469,0.469,,
9095,0,0.465,0.465,,
9096,1,0.48,-0.52,,
9097,1,0.482,-0.518,,
9098,0,0.494,0.494,,
9099,0,0.464,0.464,,
9100,0,0.488,0.488,,
9101,0,0.482,0.482,,
9102,1,0.48,-0.52,,
9103,1,0.492,-0.508,,
9104,1,0.485,-0.515,,
9105,0,0.466,0.466,,
9106,1,0.475,-0.525,,
9107,1,0.476,-0.524,,
9108,1,0.477,-0.523,,
9109,0,0.483,0.483,,
9110,1,0.475,-0.525,,
9111,0,0.469,0.469,,
9112,0,0.47,0.47,,
9113,0,0.494,0.494,,
9114,1,0.476,-0.524,,
9115,0,0.482,0.482,,
9116,0,0.484,0.484,,
9117,1,0.474,-0.526,,
9118,1,0.478,-0.522,,
9119,0,0.467,0.467,,
9120,0,0.464,0.464,,
9121,0,0.477,0.477,,
9122,0,0.464,0.464,,
9123,1,0.486,-0.514,,
9124,1,0.484,-0.516,,
9125,1,0.483,-0.517,,
9126,1,0.491,-0.509,,
9127,0,0.492,0.492,,
9128,1,0.466,-0.534,,
9129,0,0.474,0.474,,
9130,0,0.494,0.494,,
9131,1,0.485,-0.515,,
9132,0,0.477,0.477,,
9133,0,0.491,0.491,,
9134,1,0.467,-0.533,,
9135,0,0.495,0.495,,
9136,0,0.463,0.463,,
9137,1,0.476,-0.524,,
9138,0,0.482,0.482,,
9139,0,0.468,0.468,,
9140,1,0.49,-0.51,,
9141,1,0.485,-0.515,,
9142,0,0.495,0.495,,
9143,0,0.493,0.493,,
9144,1,0.467,-0.533,,
9145,0,0.463,0.463,,
9146,0,0.481,0.481,,
9147,1,0.484,-0.516,,
9148,0,0.494,0.494,,
9149,1,0.478,-0.522,,
9150,0,0.495,0.495,,
9151,0,0.47,0.47,,
9152,0,0.463,0.463,,
9153,1,0.489,-0.511,,
9154,0,0.47,0.47,,
9155,1,0.488,-0.512,,
9156,0,0.492,0.492,,
9157,0,0.47,0.47,,
9158,1,0.479,-0.521,,
9159,1,0.482,-0.518,,
9160,0,0.48,0.48,,
9161,0,0.488,0.488,,
9162,0,0.464,0.464,,
9163,1,0.482,-0.518,,
9164,0,0.465,0.465,,
9165,1,0.476,-0.524,,
9166,0,0.469,0.469,,
9167,1,0.488,-0.512,,
9168,1,0.481,-0.519,,
9169,0,0.465,0.465,,
9170,1,0.476,-0.524,,
9171,1,0.478,-0.522,,
9172,0,0.493,0.493,,
9173,0,0.478,0.478,,
9174,0,0.465,0.465,,
9175,1,0.47,-0.53,,
9176,0,0.473,0.473,,
9177,0,0.476,0.476,,
9178,0,0.488,0.488,,
9179,0,0.481,0.481,,
9180,1,0.477,-0.523,,
9181,0,0.491,0.491,,
9182,0,0.477,0.477,,
9183,0,0.465,0.465,,
9184,1,0.491,-0.509,,
9185,1,0.484,-0.516,,
9186,0,0.482,0.482,,
9187,0,0.473,0.473,,
9188,1,0.48,-0.52,,
9189,1,0.475,-0.525,,
9190,0,0.494,0.494,,
9191,0,0.496,0.496,,
9192,1,0.48,-0.52,,
9193,0,0.467,0.467,,
9194,0,0.481,0.481,,
9195,0,0.489,0.489,,
9196,0,0.471,0.471,,
9197,1,0.477,-0.523,,
9198,1,0.478,-0.522,,
9199,0,0.497,0.497,,
9200,1,0.477,-0.523,,
9201,0,0.481,0.481,,
9202,0,0.494,0.494,,
9203,1,0.479,-0.521,,
9204,0,0.49,0.49,,
9205,1,0.491,-0.509,,
9206,1,0.492,-0.508,,
9207,0,0.493,0.493,,
9208,1,0.484,-0.516,,
9209,1,0.485,-0.515,,
9210,0,0.469,0.469,,
9211,1,0.474,-0.526,,
9212,0,0.488,0.488,,
9213,1,0.476,-0.524,,
9214,0,0.468,0.468,,
9215,0,0.485,0.485,,
9216,1,0.488,-0.512,,
9217,1,0.484,-0.516,,
9218,1,0.485,-0.515,,
9219,0,0.482,0.482,,
9220,1,0.469,-0.531,,
9221,1,0.488,-0.512,,
9222,1,0.47,-0.53,,
9223,1,0.481,-0.519,,
9224,0,0.495,0.495,,
9225,0,0.487,0.487,,
9226,0,0.487,0.487,,
9227,1,0.476,-0.524,,
9228,1,0.467,-0.533,,
9229,0,0.465,0.465,,
9230,0,0.494,0.494,,
9231,0,0.469,0.469,,
9232,1,0.483,-0.517,,
9233,1,0.481,-0.519,,
9234,0,0.481,0.481,,
9235,1,0.477,-0.523,,
9236,0,0.497,0.497,,
9237,0,0.496,0.496,,
9238,0,0.465,0.465,,
9239,0,0.473,0.473,,
9240,0,0.466,0.466,,
9241,1,0.487,-0.513,,
9242,0,0.472,0.472,,
9243,0,0.479,0.479,,
9244,0,0.478,0.478,,
9245,0,0.493,0.493,,
9246,0,0.463,0.463,,
9247,1,0.486,-0.514,,
9248,0,0.469,0.469,,
9249,0,0.495,0.495,,
9250,1,0.476,-0.524,,
9251,1,0.484,-0.516,,
9252,0,0.468,0.468,,
9253,0,0.473,0.473,,
9254,0,0.484,0.484,,
9255,1,0.489,-0.511,,
9256,0,0.48,0.48,,
9257,1,0.491,-0.509,,
9258,1,0.47,-0.53,,
9259,0,0.489,0.489,,
9260,1,0.486,-0.514,,
9261,0,0.49,0.49,,
9262,0,0.492,0.492,,
9263,1,0.486,-0.514,,
9264,0,0.478,0.478,,
9265,0,0.465,0.465,,
9266,1,0.478,-0.522,,
9267,1,0.49,-0.51,,
9268,0,0.481,0.481,,
9269,0,0.464,0.464,,
9270,1,0.488,-0.512,,
9271,1,0.482,-0.518,,
9272,0,0.484,0.484,,
9273,1,0.478,-0.522,,
9274,1,0.473,-0.527,,
9275,1,0.487,-0.513,,
9276,0,0.465,0.465,,
9277,1,0.475,-0.525,,
9278,1,0.472,-0.528,,
9279,1,0.484,-0.516,,
9280,1,0.49,-0.51,,
9281,1,0.479,-0.521,,
9282,0,0.474,0.474,,
9283,1,0.482,-0.518,,
9284,0,0.494,0.494,,
9285,1,0.476,-0.524,,
9286,1,0.491,-0.509,,
9287,0,0.493,0.493,,
9288,1,0.475,-0.525,,
9289,1,0.486,-0.514,,
9290,0,0.494,0.494,,
9291,0,0.466,0.466,,
9292,1,0.491,-0.509,,
9293,0,0.495,0.495,,
9294,0,0.469,0.469,,
9295,1,0.485,-0.515,,
9296,1,0.491,-0.509,,
9297,0,0.493,0.493,,
9298,1,0.477,-0.523,,
9299,0,0.469,0.469,,
9300,1,0.48,-0.52,,
9301,1,0.486,-0.514,,
9302,1,0.483,-0.517,,
9303,0,0.48,0.48,,
9304,1,0.487,-0.513,,
9305,1,0.49,-0.51,,
9306,1,0.471,-0.529,,
9307,0,0.465,0.465,,
9308,0,0.494,0.494,,
9309,0,0.464,0.464,,
9310,0,0.482,0.482,,
9311,1,0.487,-0.513,,
9312,0,0.467,0.467,,
9313,1,0.477,-0.523,,
